order_id,product_id,price,quantity,channel,revenue,persona,income_bracket,trend_affinity,state,city_tier,occasion,category,claims,pack_size
ORD036416,P112,8.56,3,Retail,25.68,fitness,Low,protein,California,Tier 2,road-trip,electrolyte drink,nut-free,Single
ORD004927,P090,39.48,2,Gym Kiosk,78.96,premium,Medium,gut-health,NY,Tier 2,daily snack,protein bar,"vegan, clean-label, low-sugar",4-Pack
ORD009647,P021,6.82,1,Gym Kiosk,6.82,casual,High,plant-based,Florida,Tier 3,religious-fasting,healthy snack,diabetic-friendly,Single
ORD028996,P137,5.24,2,App,10.48,casual,Low,protein,Georgia,Tier 1,religious-fasting,protein shake,kosher,Single
ORD016658,P140,16.74,2,Retail,33.48,casual,Medium,clean-label,California,Tier 2,festive,electrolyte drink,"vegan, plant-based, keto-friendly",Single
ORD049942,P093,17.82,2,Marketplace,35.64,casual,Medium,plant-based,California,Tier 2,late-night,protein bar,halal,Single
ORD026166,P039,33.22,3,Website,99.66,premium,Low,plant-based,Florida,Tier 1,late-night,protein shake,"halal, kosher, keto-friendly, nut-free",4-Pack
ORD021742,P072,41.65,1,Website,41.65,fitness,High,low-sugar,Washington,Tier 1,religious-fasting,,"gluten-free, low-sugar, halal, kosher",4-Pack
ORD046281,P143,12.72,3,Retail,38.160000000000004,casual,Low,gut-health,California,Tier 2,gym,protein bar,"nut-free, kosher, keto-friendly",Single
ORD020338,P149,21.68,2,Gym Kiosk,43.36,budget,Medium,clean-label,Washington,Tier 2,marathon-prep,protein bar,clean-label,Single
ORD019753,P109,11.06,3,Retail,33.18,budget,High,clean-label,Texas,Tier 2,religious-fasting,supplement,"low-sugar, keto-friendly, diabetic-friendly, nut-free",Single
ORD042016,P030,7.14,1,Website,7.14,fitness,Medium,gut-health,Calfornia,Tier 2,road-trip,electrolyte drink,"gluten-free, kosher",Single
ORD001140,P079,1782.0,2,Marketplace,3564.0,premium,Low,protein,Georgia,Tier 1,religious-fasting,meal replacement,"plant-based, clean-label, halal",Single
ORD007264,P109,8.29,5,Website,41.449999999999996,unknown,High,plant-based,Florida,Tier 3,road-trip,supplement,"low-sugar, keto-friendly, diabetic-friendly, nut-free",Single
ORD004332,P117,13.21,1,Gym Kiosk,13.21,budget,Medium,gut-health,Florida,Tier 2,religious-fasting,meal replacement,"low-sugar, jain-friendly, high-protein",Single
ORD036971,P009,18.45,3,App,55.349999999999994,unknown,Low,protein,Texas,Tier 3,late-night,electrolyte drink,clean-label,Single
ORD003842,P143,12.72,1,Website,12.72,casual,Medium,low-sugar,Georgia,Tier 2,festive,protein bar,"nut-free, kosher, keto-friendly",Single
ORD006667,P070,8.72,3,Marketplace,26.160000000000004,fitness,Low,protein,NY,Tier 1,on-the-go,protein bar,"high-protein, vegan",Single
ORD040662,P074,22.9,2,Marketplace,45.8,budget,High,plant-based,Washington,Tier 1,late-night,proten shake,"high-protein, gluten-free, clean-label, plant-based",Single
ORD043083,P005,8.79,3,Marketplace,26.369999999999997,premium,Low,protein,Georgia,Tier 1,religious-fasting,meal replacement,"halal, low-sugar, vegan",Single
ORD015742,P021,6.82,3,Website,20.46,premium,Low,low-sugar,Texas,Tier 2,road-trip,healthy snack,diabetic-friendly,Single
ORD007380,P135,9.41,5,App,47.05,fitness,Medium,plant-based,Georgia,Tier 2,religious-fasting,electrolyte drink,"gluten-free, low-sugar, plant-based, vegan",Single
ORD045925,P109,8.78,3,Marketplace,26.339999999999996,premium,Low,low-sugar,NY,Tier 1,marathon-prep,supplement,"low-sugar, keto-friendly, diabetic-friendly, nut-free",Single
ORD039083,P078,14.32,6,Gym Kiosk,85.92,fitness,Medium,low-sugar,Texas,Tier 2,marathon-prep,,"halal, vegan, keto-friendly, clean-label",Single
ORD001222,P018,12.29,2,Marketplace,24.58,fitness,Medium,clean-label,Washington,Tier 1,religious-fasting,protein bar,diabetic-friendly,Single
ORD028397,P036,24.75,2,App,49.5,premium,Low,gut-health,Georgia,Tier 2,religious-fasting,protein bar,high-protein,4-Pack
ORD037483,P123,8.84,3,Gym Kiosk,26.52,unknown,Medium,low-sugar,Texas,Tier 1,gym,proten shake,"gluten-free, keto-friendly, kosher, low-sugar",Single
ORD041303,P088,19.49,1,App,19.49,casual,Low,clean-label,Texas,Tier 3,religious-fasting,electrolyte drink,"halal, vegan, diabetic-friendly, keto-friendly",Single
ORD001738,P041,4.78,5,Gym Kiosk,23.900000000000002,casual,Medium,low-sugar,Florida,Unknown,road-trip,healthy snack,"high-protein, gluten-free, diabetic-friendly, kosher",Single
ORD025253,P010,14.6,2,Website,29.2,premium,Low,clean-label,Georgia,Tier 1,late-night,healthy snack,"clean-label, vegan, nut-free, kosher",Single
ORD006172,P144,50.19,2,Gym Kiosk,100.38,fitness,Low,protein,Colorado,Unknown,gym,meal replacement,"halal, diabetic-friendly, low-sugar",4-Pack
ORD013446,P089,6.94,1,App,6.94,premium,Medium,plant-based,NY,Tier 1,festive,electrolyte drink,"gluten-free, plant-based",Single
ORD049883,P130,40.98,2,Retail,81.96,premium,Low,gut-health,Florida,Tier 3,religious-fasting,meal replacement,vegan,4-Pack
ORD047729,P062,21.11,1,Marketplace,21.11,casual,Medium,protein,California,Tier 1,road-trip,protein bar,"clean-label, diabetic-friendly, plant-based",Single
ORD039372,P036,24.75,2,Gym Kiosk,49.5,fitness,Low,protein,Colorado,Tier 1,religious-fasting,protein bar,high-protein,4-Pack
ORD030636,P102,22.12,2,Retail,44.24,budget,High,plant-based,Washington,Tier 3,late-night,healthy snack,"plant-based, kosher, vegan",4-Pack
ORD000304,P061,42.36,1,Marketplace,42.36,casual,Medium,clean-label,California,Tier 1,festive,supplement,"vegan, high-protein, keto-friendly",4-Pack
ORD008328,P116,17.96,3,Gym Kiosk,53.88,budget,High,low-sugar,Colorado,Tier 3,gym,protein shake,"plant-based, gluten-free",Single
ORD009554,P011,7.73,6,Marketplace,46.38,premium,Low,protein,Texas,Tier 1,on-the-go,proten shake,"kosher, jain-friendly, plant-based",Single
ORD027958,P072,41.65,3,Website,124.94999999999999,budget,Medium,protein,Illinois,Tier 1,gym,,"gluten-free, low-sugar, halal, kosher",4-Pack
ORD006824,P150,12.52,3,App,37.56,budget,Medium,plant-based,California,Tier 1,late-night,meal replacement,"halal, low-sugar",Single
ORD025374,P107,6.55,3,Website,19.65,premium,Medium,clean-label,Texas,Unknown,on-the-go,electrolyte drink,plant-based,Single
ORD034783,P058,6.65,1,App,6.65,fitness,Medium,clean-label,Colorado,Tier 1,late-night,protein bar,"vegan, diabetic-friendly, kosher",Single
ORD044056,P032,9.04,1,Website,9.04,fitness,Medium,low-sugar,Texas,Unknown,road-trip,protein bar,gluten-free,Single
ORD033641,P069,12.68,1,Retail,12.68,casual,Medium,clean-label,California,Unknown,on-the-go,meal replacement,plant-based,Single
ORD011905,P012,10.59,1,Retail,10.59,casual,Low,gut-health,Illinois,Tier 1,late-night,healthy snack,plant-based,Single
ORD017703,P028,13.81,1,Marketplace,13.81,casual,High,plant-based,Texas,Tier 3,daily snack,protein shake,"kosher, plant-based, clean-label, gluten-free",Single
ORD011509,P108,73.1,3,Marketplace,219.29999999999998,budget,Low,low-sugar,Texas,Tier 1,on-the-go,meal replacement,"gluten-free, jain-friendly",12-Pack
ORD008933,P104,110.02,1,Marketplace,110.02,fitness,Medium,low-sugar,Florida,Tier 1,late-night,protein bar,"kosher, jain-friendly, low-sugar, diabetic-friendly",12-Pack
ORD008476,P026,20.96,2,Website,41.92,premium,Medium,low-sugar,Florida,Tier 1,late-night,electrolyte drink,"gluten-free, diabetic-friendly, vegan",4-Pack
ORD017444,P054,48.79,2,Marketplace,97.58,casual,Low,gut-health,Georgia,Tier 1,gym,supplement,"clean-label, jain-friendly, halal, vegan",12-Pack
ORD020989,P071,15.29,1,Website,15.29,premium,Low,protein,California,Tier 1,late-night,protein bar,"plant-based, high-protein, keto-friendly",Single
ORD048093,P008,6.79,5,Marketplace,33.95,budget,Low,protein,Illinois,Tier 2,daily snack,protein bar,"diabetic-friendly, kosher",Single
ORD000517,P023,39.01,1,App,39.01,fitness,Low,protein,NY,Tier 1,late-night,proten shake,plant-based,4-Pack
ORD035120,P121,52.15,2,Website,104.3,fitness,Medium,low-sugar,California,Tier 1,gym,proten shake,"kosher, jain-friendly, gluten-free, high-protein",4-Pack
ORD028547,P051,14.36,5,Website,71.8,budget,Low,gut-health,Georgia,Unknown,gym,proten shake,"vegan, gluten-free, halal",4-Pack
ORD044383,P055,95.95,3,Marketplace,287.85,budget,Medium,plant-based,California,Tier 3,festive,,"low-sugar, clean-label",12-Pack
ORD012238,P123,7.69,3,Marketplace,23.07,casual,Medium,protein,California,Tier 1,late-night,proten shake,"gluten-free, keto-friendly, kosher, low-sugar",Single
ORD024460,P073,14.92,2,Website,29.84,casual,Medium,plant-based,California,Tier 1,religious-fasting,protein bar,"jain-friendly, high-protein, halal, keto-friendly",Single
ORD033473,P067,7.18,1,Website,7.18,premium,Medium,gut-health,Georgia,Tier 1,late-night,supplement,halal,Single
ORD033090,P005,13.37,2,Retail,26.74,budget,Medium,protein,Colorado,Tier 1,religious-fasting,meal replacement,"halal, low-sugar, vegan",Single
ORD030318,P002,18.17,1,Gym Kiosk,18.17,casual,Medium,protein,California,Tier 2,gym,meal replacement,"plant-based, halal, kosher, low-sugar",Single
ORD021982,P011,17.59,2,Gym Kiosk,35.18,premium,Medium,plant-based,New York,Tier 2,road-trip,proten shake,"kosher, jain-friendly, plant-based",Single
ORD012417,P061,42.81,1,Website,42.81,fitness,Low,plant-based,NY,Tier 2,gym,supplement,"vegan, high-protein, keto-friendly",4-Pack
ORD015200,P081,81.4,3,Retail,244.20000000000002,premium,Medium,gut-health,Illinois,Tier 2,daily snack,protein bar,"vegan, nut-free",12-Pack
ORD015372,P044,43.93,2,Website,87.86,budget,Low,protein,Washington,Tier 3,marathon-prep,supplement,high-protein,4-Pack
ORD029075,P051,21.21,2,Retail,42.42,premium,Low,protein,New York,Tier 1,marathon-prep,proten shake,"vegan, gluten-free, halal",4-Pack
ORD006157,P090,27.91,1,Gym Kiosk,27.91,fitness,High,plant-based,Georgia,Unknown,on-the-go,protein bar,"vegan, clean-label, low-sugar",4-Pack
ORD017833,P090,26.99,5,Gym Kiosk,134.95,budget,Medium,low-sugar,Texas,Tier 2,religious-fasting,protein bar,"vegan, clean-label, low-sugar",4-Pack
ORD037050,P053,13.27,2,App,26.54,budget,Low,plant-based,New York,Tier 2,religious-fasting,healthy snack,vegan,Single
ORD013769,P082,8.0,2,Marketplace,16.0,casual,High,gut-health,Georgia,Tier 3,festive,protein bar,nut-free,Single
ORD038996,P026,18.41,3,App,55.230000000000004,casual,Medium,clean-label,Georgia,Tier 1,late-night,electrolyte drink,"gluten-free, diabetic-friendly, vegan",4-Pack
ORD031979,P083,30.21,1,Gym Kiosk,30.21,budget,Medium,protein,California,Tier 1,daily snack,proten shake,"diabetic-friendly, keto-friendly",4-Pack
ORD034923,P143,15.1,3,App,45.3,premium,High,low-sugar,Florida,Tier 2,religious-fasting,protein bar,"nut-free, kosher, keto-friendly",Single
ORD010696,P015,24.95,2,App,49.9,casual,Medium,plant-based,NY,Tier 1,late-night,meal replacement,"clean-label, diabetic-friendly",Single
ORD000989,P125,42.59,2,App,85.18,casual,Low,low-sugar,California,Tier 1,late-night,meal replacement,"plant-based, diabetic-friendly",4-Pack
ORD014057,P050,24.43,1,Website,24.43,premium,Medium,clean-label,Calfornia,Tier 3,late-night,healthy snack,"diabetic-friendly, gluten-free, kosher, high-protein",4-Pack
ORD004640,P106,9.72,2,Marketplace,19.44,premium,Medium,clean-label,NY,Tier 1,marathon-prep,meal replacement,"halal, jain-friendly",Single
ORD025110,P076,14.26,2,Retail,28.52,fitness,Medium,protein,NY,Unknown,gym,meal replacement,"kosher, gluten-free, plant-based",Single
ORD036237,P020,32.59,1,Website,32.59,unknown,Medium,gut-health,Washington,Tier 1,on-the-go,electrolyte drink,"low-sugar, high-protein",4-Pack
ORD029036,P020,32.59,3,App,97.77000000000001,casual,Low,gut-health,Georgia,Tier 1,road-trip,electrolyte drink,"low-sugar, high-protein",4-Pack
ORD045137,P084,14.5,3,Gym Kiosk,43.5,casual,Medium,protein,Illinois,Tier 2,marathon-prep,supplement,"halal, clean-label",Single
ORD037937,P088,8.89,3,Website,26.67,budget,High,gut-health,Texas,Tier 2,marathon-prep,electrolyte drink,"halal, vegan, diabetic-friendly, keto-friendly",Single
ORD012111,P090,31.78,2,Gym Kiosk,63.56,premium,High,protein,Illinois,Tier 1,religious-fasting,protein bar,"vegan, clean-label, low-sugar",4-Pack
ORD037851,P135,13.48,3,Website,40.44,premium,High,protein,California,Unknown,religious-fasting,electrolyte drink,"gluten-free, low-sugar, plant-based, vegan",Single
ORD043877,P107,8.04,1,App,8.04,budget,Medium,plant-based,Illinois,Tier 2,religious-fasting,electrolyte drink,plant-based,Single
ORD042940,P124,7.73,1,Marketplace,7.73,premium,Medium,plant-based,Florida,Tier 2,late-night,meal replacement,kosher,Single
ORD049295,P079,24.47,3,Gym Kiosk,73.41,casual,Medium,low-sugar,New York,Tier 1,late-night,meal replacement,"plant-based, clean-label, halal",Single
ORD018066,P110,44.66,2,Marketplace,89.32,fitness,Medium,gut-health,Colorado,Tier 2,daily snack,protein bar,"gluten-free, halal",4-Pack
ORD046394,P084,14.5,3,Retail,43.5,casual,High,low-sugar,Illinois,Tier 2,daily snack,supplement,"halal, clean-label",Single
ORD017389,P077,97.57,3,Website,292.71,budget,Low,plant-based,Florida,Tier 1,marathon-prep,protein bar,diabetic-friendly,12-Pack
ORD043139,P038,9.53,2,Retail,19.06,premium,Low,clean-label,Washington,Tier 3,gym,protein bar,"high-protein, halal",Single
ORD001975,P104,103.0,1,Website,103.0,fitness,Medium,gut-health,Texas,Unknown,late-night,protein bar,"kosher, jain-friendly, low-sugar, diabetic-friendly",12-Pack
ORD017341,P089,6.65,1,Retail,6.65,premium,Medium,protein,Colorado,Tier 2,on-the-go,electrolyte drink,"gluten-free, plant-based",Single
ORD044571,P010,16.3,2,Website,32.6,fitness,Medium,clean-label,Calfornia,Tier 2,religious-fasting,healthy snack,"clean-label, vegan, nut-free, kosher",Single
ORD005257,P132,56.15,2,Gym Kiosk,112.3,premium,Medium,gut-health,Colorado,Tier 1,late-night,proten shake,plant-based,4-Pack
ORD044078,P146,7.22,3,App,21.66,fitness,Low,protein,Colorado,Tier 1,late-night,protein shake,"diabetic-friendly, plant-based",Single
ORD032073,P135,8.79,4,Marketplace,35.16,fitness,Low,plant-based,Florida,Tier 2,marathon-prep,electrolyte drink,"gluten-free, low-sugar, plant-based, vegan",Single
ORD008722,P007,108.45,2,Retail,216.9,premium,Medium,low-sugar,Calfornia,Tier 3,late-night,supplement,"keto-friendly, plant-based",12-Pack
ORD008873,P063,146.6,2,Website,293.2,budget,Low,clean-label,Texas,Tier 2,road-trip,protein bar,"low-sugar, keto-friendly, jain-friendly",12-Pack
ORD014300,P065,14.97,2,Gym Kiosk,29.94,budget,High,gut-health,Texas,Tier 3,on-the-go,,"nut-free, low-sugar",Single
ORD039343,P012,13.13,2,Marketplace,26.26,fitness,High,plant-based,Calfornia,Tier 2,daily snack,healthy snack,plant-based,Single
ORD003030,P129,14.51,2,Website,29.02,casual,High,gut-health,Calfornia,Tier 3,gym,electrolyte drink,low-sugar,Single
ORD021221,P062,21.9,2,Retail,43.8,budget,Medium,low-sugar,California,Tier 1,late-night,protein bar,"clean-label, diabetic-friendly, plant-based",Single
ORD028017,P015,19.83,3,App,59.489999999999995,casual,Medium,low-sugar,NY,Tier 1,late-night,meal replacement,"clean-label, diabetic-friendly",Single
ORD005553,P012,13.0,1,Website,13.0,fitness,Medium,gut-health,California,Tier 2,marathon-prep,healthy snack,plant-based,Single
ORD016616,P047,10.03,1,Website,10.03,budget,Medium,low-sugar,Calfornia,Tier 1,late-night,meal replacement,low-sugar,Single
ORD045125,P108,88.1,3,Gym Kiosk,264.29999999999995,fitness,Medium,low-sugar,New York,Tier 1,marathon-prep,meal replacement,"gluten-free, jain-friendly",12-Pack
ORD046065,P026,21.73,2,Gym Kiosk,43.46,fitness,Low,clean-label,NY,Tier 3,late-night,electrolyte drink,"gluten-free, diabetic-friendly, vegan",4-Pack
ORD016015,P100,10.91,1,App,10.91,fitness,Medium,protein,Florida,Tier 1,religious-fasting,protein bar,"kosher, gluten-free",Single
ORD037785,P126,9.89,2,Website,19.78,premium,High,clean-label,New York,Tier 1,late-night,meal replacement,"nut-free, low-sugar",Single
ORD045869,P139,18.65,3,Website,55.949999999999996,premium,Medium,protein,Florida,Tier 1,late-night,healthy snack,"high-protein, low-sugar, clean-label, jain-friendly",Single
ORD040839,P078,18.62,1,Marketplace,18.62,casual,Low,protein,Washington,Tier 1,late-night,,"halal, vegan, keto-friendly, clean-label",Single
ORD012539,P003,7.54,3,Marketplace,22.62,budget,Medium,plant-based,Washington,Tier 1,marathon-prep,proten shake,jain-friendly,Single
ORD015701,P018,12.29,1,Marketplace,12.29,budget,Medium,clean-label,NY,Tier 2,late-night,protein bar,diabetic-friendly,Single
ORD027347,P024,10.69,3,Gym Kiosk,32.07,budget,Medium,clean-label,Calfornia,Tier 1,marathon-prep,supplement,"gluten-free, kosher",Single
ORD015292,P117,15.34,2,Gym Kiosk,30.68,budget,Medium,low-sugar,Illinois,Tier 1,daily snack,meal replacement,"low-sugar, jain-friendly, high-protein",Single
ORD017225,P099,647.0,2,App,1294.0,premium,Medium,low-sugar,NY,Tier 1,gym,supplement,"diabetic-friendly, jain-friendly, high-protein, vegan",Single
ORD047448,P073,12.02,1,Gym Kiosk,12.02,budget,Low,low-sugar,Calfornia,Unknown,religious-fasting,protein bar,"jain-friendly, high-protein, halal, keto-friendly",Single
ORD032774,P002,12.2,2,Retail,24.4,casual,Medium,gut-health,Colorado,Unknown,daily snack,meal replacement,"plant-based, halal, kosher, low-sugar",Single
ORD008565,P131,140.5,1,Gym Kiosk,140.5,premium,Medium,low-sugar,Calfornia,Tier 1,late-night,proten shake,"high-protein, low-sugar, nut-free",12-Pack
ORD009687,P116,13.29,2,Marketplace,26.58,premium,Medium,plant-based,Florida,Tier 1,late-night,protein shake,"plant-based, gluten-free",Single
ORD041395,P135,11.39,2,Marketplace,22.78,budget,Low,protein,Calfornia,Unknown,road-trip,electrolyte drink,"gluten-free, low-sugar, plant-based, vegan",Single
ORD006629,P015,15.35,5,App,76.75,budget,Low,protein,Washington,Tier 1,late-night,meal replacement,"clean-label, diabetic-friendly",Single
ORD017884,P134,17.83,3,Marketplace,53.489999999999995,fitness,Low,gut-health,Calfornia,Tier 2,festive,protein bar,"clean-label, high-protein, nut-free",Single
ORD003810,P108,106.98,1,Retail,106.98,budget,Low,low-sugar,New York,Tier 1,marathon-prep,meal replacement,"gluten-free, jain-friendly",12-Pack
ORD006281,P002,11.48,3,Gym Kiosk,34.44,budget,High,protein,Washington,Tier 2,gym,meal replacement,"plant-based, halal, kosher, low-sugar",Single
ORD012442,P094,10.48,1,Gym Kiosk,10.48,fitness,Low,protein,New York,Tier 2,road-trip,protein bar,gluten-free,Single
ORD037583,P099,7.86,3,Website,23.580000000000002,budget,Low,protein,NY,Unknown,marathon-prep,supplement,"diabetic-friendly, jain-friendly, high-protein, vegan",Single
ORD000130,P081,81.4,1,Marketplace,81.4,premium,Medium,protein,Illinois,Tier 2,religious-fasting,protein bar,"vegan, nut-free",12-Pack
ORD018578,P118,37.36,3,Website,112.08,casual,Low,gut-health,Georgia,Tier 2,late-night,healthy snack,"kosher, nut-free, clean-label, vegan",4-Pack
ORD013402,P113,39.75,6,Retail,238.5,budget,Medium,protein,Texas,Tier 1,late-night,meal replacement,vegan,4-Pack
ORD046257,P030,7.14,3,Gym Kiosk,21.419999999999998,premium,Medium,gut-health,Illinois,Tier 2,marathon-prep,electrolyte drink,"gluten-free, kosher",Single
ORD042732,P128,1552.0,3,App,4656.0,budget,High,plant-based,California,Tier 1,late-night,meal replacement,"jain-friendly, low-sugar, diabetic-friendly",Single
